Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2024-09-09,Lunch,405.6,13.3,6.6,0.2,1.8,0.0,19.4,294.8,112.2,26.5,1.6,2.4,27.7,0.0,0.0,2.9,13.0,
2024-09-11,Breakfast,217.0,13.1,8.4,0.0,0.0,0.0,0.0,96.0,418.8,11.7,0.0,11.4,14.0,4.8,0.0,36.8,0.0,
2024-09-11,Lunch,402.9,14.6,7.2,1.4,1.5,0.0,94.0,98.3,242.0,35.7,10.0,4.4,35.7,1.6,0.0,0.7,4.5,
2024-09-11,Snacks,99.0,8.8,3.6,0.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0,4.6,0.0,0.0,0.0,0.0,
2024-09-13,Breakfast,255.0,17.4,9.2,0.0,0.0,0.0,0.0,96.8,418.8,11.6,0.0,11.2,14.0,4.8,0.0,36.8,0.0,
2024-09-13,Lunch,429.5,11.1,2.8,2.8,3.7,0.1,235.0,240.5,605.0,26.0,8.6,0.6,57.3,4.0,0.0,1.8,11.3,
2024-09-14,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-09-14,Lunch,486.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,
2024-09-19,Breakfast,206.0,11.6,7.1,0.0,0.0,0.0,15.0,256.0,418.8,11.2,0.0,11.2,15.4,10.8,0.0,56.8,0.0,
2024-09-19,Lunch,382.4,15.3,4.4,2.8,3.7,0.0,205.5,65.5,66.0,1.1,0.5,0.2,14.0,0.0,0.0,2.4,4.6,
2024-09-20,Breakfast,370.5,23.6,10.4,2.7,5.4,0.0,616.5,289.5,616.8,12.7,0.0,11.5,28.0,4.8,0.0,44.0,13.8,
2024-09-20,Lunch,405.5,9.4,3.6,1.3,3.0,0.0,205.5,567.3,66.0,62.9,11.7,10.8,19.9,0.0,0.0,2.4,4.6,
2024-09-21,Breakfast,156.0,8.6,5.6,0.0,0.0,0.0,0.0,96.0,418.8,11.2,0.0,11.2,9.4,4.8,0.0,36.8,0.0,
2024-09-21,Lunch,464.3,23.9,7.7,0.9,1.8,0.0,205.5,250.3,66.0,37.7,1.8,14.6,24.1,0.0,0.0,2.4,4.6,
2024-09-21,Snacks,50.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,
2024-09-22,Breakfast,78.0,4.3,2.8,0.0,0.0,0.0,0.0,48.0,209.4,5.6,0.0,5.6,4.7,2.4,0.0,18.4,0.0,
2024-09-22,Lunch,674.9,20.5,12.5,0.4,3.6,0.0,0.0,288.0,0.0,33.2,0.5,0.5,8.9,0.0,0.0,0.0,0.0,
2024-09-22,Snacks,350.0,22.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,31.5,4.5,0.0,0.0,0.0,0.0,
2024-09-23,Breakfast,128.0,7.3,4.3,0.0,0.0,0.0,15.0,208.0,209.4,5.6,0.0,5.6,10.7,8.4,0.0,38.4,0.0,
2024-09-23,Dinner,675.2,32.0,13.9,0.4,3.0,0.0,0.0,274.0,450.5,36.5,3.9,16.1,38.0,17.5,70.0,7.7,11.3,
2024-09-23,Lunch,470.2,22.2,9.8,0.7,2.0,0.0,183.6,15.5,18.5,39.0,2.6,1.8,30.5,0.0,0.0,2.2,2.6,
2024-09-23,Snacks,163.1,3.0,1.8,0.0,0.0,0.0,0.0,252.4,0.0,29.1,1.4,5.2,4.8,0.0,0.0,5.7,0.0,
2024-10-05,Breakfast,137.8,7.8,4.8,0.0,0.0,0.0,0.0,93.2,0.0,10.8,1.1,9.8,7.2,0.0,0.0,15.9,0.0,
2024-10-07,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-10-07,Lunch,490.8,27.5,10.6,4.6,9.8,0.0,19.3,569.8,138.0,67.9,4.1,4.4,22.3,0.0,10.5,0.6,1.4,
2024-10-08,Breakfast,234.0,13.2,8.4,0.0,0.0,0.0,0.0,158.4,0.0,18.3,1.8,16.5,12.3,0.0,0.0,27.0,0.0,
2024-10-08,Lunch,603.3,22.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,84.6,7.9,13.4,20.3,0.0,0.0,0.0,0.0,
2024-10-09,Breakfast,253.5,12.1,7.4,0.3,1.9,0.0,19.3,110.7,2.2,50.2,0.6,5.5,14.3,0.0,0.0,9.2,0.0,
2024-10-09,Lunch,496.1,23.1,13.9,1.0,2.0,0.0,0.0,139.3,45.1,56.4,0.4,28.9,13.8,0.0,0.0,0.4,0.8,
2024-10-13,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-10-13,Lunch,271.0,10.5,0.8,0.0,0.0,0.0,0.0,1240.0,0.0,39.1,1.8,1.3,5.8,0.0,0.0,0.0,0.0,
2024-10-16,Lunch,332.4,12.9,6.6,0.0,0.0,0.0,0.0,320.0,0.0,35.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,
2024-10-28,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-10-28,Dinner,718.9,28.3,13.0,0.4,2.1,0.1,31.5,512.0,135.0,89.1,0.3,2.4,23.8,0.0,0.0,0.0,1.5,
2024-10-28,Lunch,499.4,25.8,15.0,0.4,2.9,0.0,30.1,90.0,3.4,74.5,0.0,27.4,16.9,0.0,0.0,0.3,0.0,
2024-10-29,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-10-29,Dinner,662.0,32.6,8.3,2.8,6.4,0.0,0.0,2310.0,0.0,66.7,3.9,8.3,27.3,0.0,0.0,0.0,0.0,
2024-10-29,Lunch,718.9,28.3,13.0,0.4,2.1,0.1,31.5,512.0,135.0,89.1,0.3,2.4,23.8,0.0,0.0,0.0,1.5,
2024-10-30,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-10-30,Dinner,625.9,37.2,12.7,2.2,2.7,0.0,2.5,105.4,0.0,38.7,1.9,0.6,36.5,0.0,0.0,0.0,0.0,
2024-10-30,Lunch,433.0,24.3,10.9,2.7,8.5,0.0,411.0,129.4,132.0,48.7,1.0,1.3,33.6,0.0,0.0,4.8,9.3,
2024-10-31,Breakfast,168.0,4.4,2.8,0.0,0.0,0.0,0.0,152.8,0.0,28.6,0.6,27.0,4.1,0.0,0.0,9.0,0.0,
2024-10-31,Dinner,790.0,32.4,13.9,4.2,13.1,0.0,0.0,0.0,0.0,91.3,8.3,8.4,33.5,0.0,0.0,0.0,0.0,
2024-10-31,Lunch,518.0,30.0,13.3,0.0,0.0,0.0,0.0,2200.0,0.0,46.8,5.0,3.0,17.5,0.0,0.0,0.0,0.0,
2024-10-31,Snacks,818.5,8.9,1.3,3.7,2.2,0.1,47.2,689.9,616.6,69.5,9.0,9.7,14.5,14.2,122.9,11.7,19.6,
2024-11-01,Breakfast,234.0,13.2,8.3,0.0,0.0,0.0,0.0,158.4,0.0,18.3,1.8,16.5,12.3,0.0,0.0,27.0,0.0,
2024-11-01,Dinner,770.2,62.3,20.1,11.2,25.2,0.0,252.6,1351.8,767.2,11.5,5.2,1.8,42.7,0.0,12.5,1.2,2.3,
2024-11-01,Lunch,356.5,10.1,2.8,0.0,0.0,0.0,0.0,0.0,0.0,49.9,3.9,5.8,18.9,0.0,0.0,0.0,0.0,
2024-11-01,Snacks,180.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,2.7,0.0,0.0,0.0,0.0,
2024-11-02,Breakfast,295.7,13.8,8.2,0.3,2.1,0.0,21.5,317.1,2.4,34.7,2.3,7.4,9.8,0.0,0.0,9.2,0.0,
2024-11-02,Dinner,545.2,29.1,12.8,0.4,2.5,0.0,10.8,32.3,1.2,40.3,1.5,2.1,24.5,0.0,0.0,0.1,0.0,
2024-11-02,Lunch,441.0,18.2,8.2,2.9,5.9,0.0,2.5,105.4,0.0,92.8,1.0,1.1,31.3,0.0,0.0,0.0,0.0,
2024-11-02,Snacks,593.7,30.6,10.2,0.9,4.6,0.0,0.0,384.2,0.0,63.8,3.5,33.5,16.0,0.0,0.0,0.0,0.0,
2024-11-03,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-03,Dinner,589.2,11.8,1.9,0.4,0.2,0.0,150.1,899.7,732.0,65.0,3.2,8.0,57.8,6.8,12.0,9.7,20.6,
2024-11-03,Lunch,545.2,29.1,12.8,0.4,2.5,0.0,10.8,32.3,1.2,40.3,1.5,2.1,24.5,0.0,0.0,0.1,0.0,
2024-11-03,Snacks,445.2,21.6,10.7,0.0,0.0,0.0,0.0,149.6,0.0,47.0,2.3,41.0,15.2,0.0,0.0,25.5,0.0,
2024-11-04,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-04,Dinner,726.9,32.3,14.1,6.3,9.1,0.0,95.0,317.2,0.0,56.5,3.0,2.7,54.9,1.0,0.0,2.0,4.0,
2024-11-04,Lunch,530.0,32.2,9.6,2.0,1.0,0.0,2.5,105.0,0.0,30.2,2.2,0.8,20.8,0.0,0.0,0.0,0.0,
2024-11-04,Snacks,168.0,4.1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,25.7,1.7,0.0,7.9,0.0,0.0,0.0,0.0,
2024-11-05,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-05,Dinner,473.3,20.6,8.9,3.9,6.4,0.0,143.5,566.5,498.8,26.1,2.4,2.0,43.6,2.4,10.7,3.5,10.1,
2024-11-05,Lunch,726.9,32.3,14.1,6.3,9.1,0.0,95.0,317.2,0.0,56.5,3.0,2.7,54.9,1.0,0.0,2.0,4.0,
2024-11-06,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-06,Dinner,630.0,35.0,12.2,0.2,1.3,0.0,0.0,760.9,0.0,79.8,1.9,9.6,24.1,0.0,0.0,0.0,0.0,
2024-11-06,Lunch,517.6,21.1,9.0,4.1,6.5,0.0,143.5,578.8,1081.8,35.7,5.4,8.5,45.8,2.4,66.9,6.0,13.8,
2024-11-07,Breakfast,250.0,12.3,5.1,0.0,0.0,0.0,0.0,188.8,388.8,26.2,2.9,16.2,9.8,0.0,0.0,50.0,1.6,
2024-11-07,Dinner,763.5,32.8,5.9,10.9,12.7,0.0,164.5,515.1,423.5,68.7,4.5,4.2,47.4,2.8,0.0,1.2,7.9,
2024-11-07,Lunch,630.0,35.0,12.2,0.2,1.3,0.0,0.0,760.9,0.0,79.8,1.9,9.6,24.1,0.0,0.0,0.0,0.0,
2024-11-07,Snacks,341.0,8.1,3.4,0.0,0.0,0.0,0.0,68.0,0.0,66.2,0.7,52.4,1.6,0.0,0.0,0.0,0.0,
2024-11-08,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-08,Dinner,856.6,57.3,15.2,11.8,7.9,0.0,5.8,89.2,2.8,50.4,5.1,2.2,36.6,0.0,0.0,0.1,0.3,
2024-11-08,Lunch,372.0,10.6,2.9,0.0,0.0,0.0,0.0,0.0,0.0,52.1,4.1,6.0,19.7,0.0,0.0,0.0,0.0,
2024-11-08,Snacks,915.6,9.1,3.7,0.0,0.2,0.0,23.2,79.0,126.6,77.8,0.7,32.6,6.0,0.0,0.0,0.0,2.0,
2024-11-09,Breakfast,243.7,10.9,6.3,0.3,2.1,0.0,21.5,281.9,2.4,30.6,1.9,3.7,7.1,0.0,0.0,3.2,0.0,
2024-11-09,Dinner,690.0,40.0,10.8,4.0,2.0,0.2,35.0,720.0,938.0,71.0,6.2,0.4,12.6,6.0,12.0,22.0,8.0,
2024-11-09,Lunch,790.4,44.9,15.4,0.9,6.3,0.0,64.5,480.9,7.2,71.5,2.7,1.9,24.4,0.0,0.0,0.7,0.0,
2024-11-09,Snacks,495.4,13.1,6.3,0.2,1.0,0.0,22.6,261.4,490.0,84.4,0.7,66.4,10.4,0.0,1.1,32.9,0.0,
2024-11-10,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-10,Dinner,514.0,25.5,6.2,4.2,12.8,0.0,141.0,169.4,726.8,37.4,6.8,2.0,36.8,2.4,12.5,1.9,9.1,
2024-11-10,Lunch,393.7,9.2,2.4,1.9,3.0,0.0,188.0,190.0,484.0,31.1,1.9,0.0,45.0,3.2,0.0,1.4,9.0,
2024-11-10,Snacks,325.7,3.8,2.2,0.1,0.8,0.0,17.4,148.8,377.0,40.9,0.0,37.7,6.8,0.0,0.8,25.3,0.0,
2024-11-11,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-11,Dinner,690.5,24.8,12.6,1.8,7.4,0.0,0.0,1181.1,0.0,89.0,0.5,2.0,24.8,0.0,0.0,0.0,0.0,
2024-11-11,Lunch,499.8,12.1,2.4,3.3,4.1,0.0,141.0,142.5,363.0,57.9,2.3,2.7,38.7,2.4,0.0,1.0,6.8,
2024-11-12,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-12,Dinner,842.6,46.6,17.5,3.3,13.0,0.1,2.5,275.6,469.5,64.9,6.0,4.0,42.9,0.0,6.0,1.0,4.0,
2024-11-12,Lunch,464.8,17.8,7.4,3.8,2.3,0.0,2.5,106.2,0.5,48.4,3.3,3.5,28.2,0.0,0.0,0.0,0.0,
2024-11-12,Snacks,208.0,10.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.8,20.8,2.6,0.0,0.0,0.0,0.0,
2024-11-13,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-13,Dinner,698.4,30.0,14.1,1.7,4.4,0.0,147.6,1555.2,380.4,52.9,1.8,5.8,53.8,2.5,0.0,8.6,7.1,
2024-11-13,Lunch,455.2,15.2,4.8,4.5,4.1,0.0,2.5,162.8,0.0,49.0,3.5,3.6,31.3,0.0,0.0,0.0,0.0,
2024-11-13,Snacks,104.0,5.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.4,10.4,1.3,0.0,0.0,0.0,0.0,
2024-11-14,Breakfast,340.0,17.4,10.8,0.0,0.1,0.0,0.0,206.8,117.8,32.5,3.4,29.0,16.5,0.0,11.9,35.7,0.7,
2024-11-18,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-18,Dinner,523.9,25.8,7.6,6.1,10.7,0.0,3.1,726.8,21.1,34.1,2.6,6.1,39.9,11.4,6.0,0.1,0.7,
2024-11-18,Lunch,489.6,18.7,6.7,3.0,6.2,0.0,616.5,213.7,489.5,52.3,4.4,6.3,30.0,0.0,28.1,8.4,15.7,
2024-11-18,Snacks,101.0,0.6,0.0,0.0,0.0,0.0,0.0,1.5,176.0,26.4,4.6,18.0,0.6,1.0,10.0,1.0,1.0,
2024-11-19,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-19,Lunch,473.6,13.0,4.2,1.5,4.0,0.0,0.0,746.6,0.0,77.5,6.0,21.1,15.0,1.9,128.0,1.6,2.6,
2024-11-19,Snacks,256.0,12.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,
2024-11-20,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-20,Dinner,417.6,10.0,3.1,2.0,4.0,0.0,117.5,197.9,302.5,44.3,1.9,3.6,33.7,2.0,0.0,0.9,7.1,
2024-11-20,Lunch,519.0,19.7,9.5,1.8,5.2,0.0,0.0,220.6,0.0,60.2,5.3,10.3,29.1,0.0,0.0,0.1,0.0,
2024-11-20,Snacks,511.5,25.9,12.2,0.5,4.4,0.0,0.0,33.0,384.7,65.4,7.3,32.4,6.3,0.0,23.6,0.6,0.0,
2024-11-21,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-21,Dinner,818.5,48.1,16.9,4.0,13.0,0.1,0.0,391.3,597.9,41.2,3.6,3.4,35.6,0.0,5.7,2.0,6.9,
2024-11-21,Lunch,417.6,10.0,3.1,2.0,4.0,0.0,117.5,197.9,302.5,44.3,1.9,3.6,33.7,2.0,0.0,0.9,7.1,
2024-11-21,Snacks,270.0,12.0,8.0,0.0,0.0,0.0,0.0,66.0,0.0,36.0,0.0,28.0,3.5,0.0,0.0,0.0,0.0,
2024-11-22,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-22,Dinner,698.9,30.9,3.8,2.1,4.1,0.0,215.6,228.3,323.4,69.7,2.4,4.9,34.7,1.9,0.0,2.0,7.7,
2024-11-22,Lunch,519.0,19.7,9.5,1.8,5.2,0.0,0.0,220.6,0.0,60.2,5.3,10.3,29.1,0.0,0.0,0.1,0.0,
2024-11-22,Snacks,41.7,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
2024-11-23,Breakfast,455.0,20.4,11.9,0.0,0.0,0.0,0.0,52.8,0.0,59.9,0.6,37.2,7.2,0.0,0.0,9.0,0.0,
2024-11-23,Dinner,698.9,30.9,3.8,2.1,4.1,0.0,215.6,228.3,323.4,69.7,2.4,4.9,34.7,1.9,0.0,2.0,7.7,
2024-11-23,Lunch,306.0,9.5,3.3,0.0,0.0,0.0,0.0,0.0,0.0,46.5,0.0,0.0,10.5,0.0,0.0,0.0,0.0,
2024-11-24,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-25,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-25,Lunch,375.2,15.8,2.1,1.8,9.5,0.0,0.0,6.8,470.5,53.7,10.3,0.6,10.1,0.0,16.2,1.2,3.0,
2024-11-26,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2024-11-26,Lunch,833.8,26.2,7.3,0.0,0.0,0.0,0.0,680.0,0.0,128.6,6.4,45.8,20.1,0.0,0.0,0.0,0.0,
2024-11-27,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-27,Lunch,423.8,11.5,3.2,1.3,5.1,0.0,0.8,672.5,243.5,40.8,4.8,2.3,30.7,0.0,8.3,0.6,1.5,
2024-11-28,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2024-11-28,Lunch,730.1,31.8,11.7,5.2,11.2,0.0,0.0,0.3,0.0,80.3,3.8,4.5,30.8,0.0,15.8,0.0,0.0,
2024-12-02,Breakfast,126.0,6.8,4.2,0.0,0.0,0.0,0.0,52.8,0.0,10.3,0.6,9.7,4.1,0.0,0.0,9.0,0.0,
2024-12-02,Dinner,509.5,23.3,3.8,3.1,11.6,0.0,117.5,331.5,569.3,45.7,5.9,2.1,31.1,2.0,9.2,1.6,7.3,
2024-12-02,Lunch,614.7,27.7,12.4,3.7,8.6,0.6,51.3,190.7,1039.4,62.4,3.5,12.6,29.5,37.6,18.5,8.0,14.6,
2024-12-03,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-03,Dinner,669.5,32.3,5.3,3.1,11.6,0.0,117.5,396.5,569.3,64.7,6.9,2.1,33.1,2.0,9.2,3.6,9.3,
2024-12-03,Lunch,446.2,19.8,10.3,1.6,3.8,0.2,20.2,63.5,26.4,45.5,0.0,1.3,18.3,14.8,0.0,1.9,0.1,
2024-12-03,Snacks,206.6,14.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,15.8,3.0,0.0,0.0,0.0,0.0,
2024-12-04,Breakfast,180.0,10.0,6.3,0.0,0.0,0.0,0.0,105.6,0.0,14.3,1.2,13.1,8.2,0.0,0.0,18.0,0.0,
2024-12-04,Dinner,603.2,20.1,1.8,1.2,1.9,0.0,117.5,446.8,302.5,72.4,2.1,17.8,32.4,2.0,0.0,0.9,7.2,
2024-12-04,Lunch,516.6,22.7,4.5,1.1,1.4,0.0,0.0,38.5,0.0,49.0,3.8,3.9,31.0,0.0,0.0,0.0,0.0,
2024-12-04,Snacks,206.6,14.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,15.8,3.0,0.0,0.0,0.0,0.0,
2024-12-05,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-05,Dinner,750.2,27.0,2.4,1.8,7.3,0.0,117.5,541.8,302.5,92.9,3.8,18.3,34.1,2.0,0.0,0.9,7.2,
2024-12-05,Lunch,489.8,20.1,4.5,1.1,1.4,0.0,0.0,30.9,0.0,48.4,3.7,3.9,30.7,0.0,0.0,0.0,0.0,
2024-12-05,Snacks,381.6,23.7,11.1,0.0,0.0,0.0,2.5,20.0,0.0,37.0,0.7,35.3,4.8,0.0,0.0,1.5,1.0,
2024-12-06,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-06,Dinner,500.0,27.2,13.0,0.2,0.8,0.0,0.0,22.3,126.4,46.8,1.1,1.9,16.2,18.3,22.5,3.5,2.3,
2024-12-06,Lunch,450.3,12.8,6.2,1.5,2.7,0.0,0.0,0.0,0.0,68.2,2.3,0.0,15.9,0.0,0.0,0.0,0.0,
2024-12-06,Snacks,175.0,9.7,5.9,0.0,0.0,0.0,2.5,20.0,0.0,20.7,0.7,19.5,1.8,0.0,0.0,1.5,1.0,
2024-12-07,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-07,Dinner,588.6,32.4,8.0,0.8,6.6,1.4,96.3,142.3,387.5,41.6,1.5,1.7,33.5,0.4,0.0,2.1,11.1,
2024-12-07,Lunch,450.3,12.8,6.2,1.5,2.7,0.0,0.0,0.0,0.0,68.2,2.3,0.0,15.9,0.0,0.0,0.0,0.0,
2024-12-07,Snacks,350.0,19.4,11.8,0.0,0.0,0.0,5.0,40.0,0.0,41.4,1.4,39.0,3.6,0.0,0.0,3.0,2.0,
2024-12-08,Breakfast,202.8,12.4,7.7,0.0,0.0,0.0,0.0,52.8,0.0,13.7,0.6,12.9,8.4,0.0,0.0,28.2,0.0,
2024-12-08,Dinner,742.0,33.3,1.9,0.0,0.0,0.0,0.0,0.0,0.0,73.6,0.0,2.8,33.7,0.0,0.0,0.0,0.0,
2024-12-08,Lunch,468.0,16.0,5.3,0.0,0.0,0.0,0.0,2.0,0.0,59.6,3.6,5.9,23.2,0.0,0.0,0.0,0.0,
2024-12-08,Snacks,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
2024-12-09,Breakfast,225.6,14.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,12.7,8.6,0.0,0.0,38.4,0.0,
2024-12-09,Dinner,499.6,21.6,9.0,0.8,1.7,0.0,0.0,103.9,0.0,54.8,2.2,10.7,22.5,0.0,0.0,0.0,0.0,
2024-12-09,Lunch,378.0,15.9,7.0,1.7,4.7,0.4,30.3,94.7,39.6,43.1,2.2,1.1,17.3,22.2,0.0,2.9,0.2,
2024-12-09,Snacks,50.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,
2024-12-10,Breakfast,256.8,15.6,9.8,0.0,0.0,0.0,0.0,105.6,0.0,17.7,1.2,16.3,12.5,0.0,0.0,37.2,0.0,
2024-12-10,Lunch,655.0,16.7,2.8,0.0,0.0,0.0,0.0,5970.0,0.0,91.6,7.2,12.9,33.8,0.0,0.0,0.0,0.0,
2024-12-10,Snacks,45.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,
2024-12-12,Breakfast,225.6,14.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,12.7,8.6,0.0,0.0,38.4,0.0,
2024-12-12,Dinner,399.4,16.8,4.6,1.6,3.6,0.0,150.4,225.1,387.2,17.9,1.0,2.8,43.0,2.6,0.0,1.1,7.2,
2024-12-12,Lunch,506.6,16.4,2.0,1.0,1.4,0.0,0.0,130.7,0.0,65.9,4.3,5.3,26.7,0.0,0.0,0.0,0.0,
2024-12-12,Snacks,266.0,15.0,7.8,0.0,0.0,0.0,0.0,320.0,0.0,23.2,2.8,2.6,11.0,0.0,0.0,0.0,0.0,
2024-12-13,Breakfast,130.0,7.3,4.6,0.0,0.0,0.0,0.0,88.0,0.0,10.2,1.0,9.2,6.8,0.0,0.0,15.0,0.0,
2024-12-13,Dinner,998.4,60.5,20.4,0.7,3.2,0.0,0.0,0.0,0.0,73.2,9.2,2.1,45.9,0.0,0.0,0.0,0.0,
2024-12-13,Lunch,623.0,15.5,2.6,0.0,0.0,0.0,0.0,4170.0,0.0,86.7,6.0,11.8,31.0,0.0,0.0,0.0,0.0,
2024-12-14,Breakfast,201.6,13.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10.6,8.6,0.0,0.0,38.4,0.0,
2024-12-14,Dinner,514.9,18.3,9.3,1.2,5.1,0.1,123.9,527.8,543.6,37.0,1.7,2.2,48.7,8.4,0.0,1.5,3.3,
2024-12-14,Lunch,310.9,14.7,4.4,1.6,3.6,0.0,150.4,224.8,387.2,2.5,0.0,1.6,40.6,2.6,0.0,1.1,7.2,
